,target,format,size,image_file,mask_file,URL
NORMAL-6248,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6248.png,../data/Normal/masks/Normal-6248.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6249,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6249.png,../data/Normal/masks/Normal-6249.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-625,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-625.png,../data/Normal/masks/Normal-625.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6250,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6250.png,../data/Normal/masks/Normal-6250.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6251,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6251.png,../data/Normal/masks/Normal-6251.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6252,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6252.png,../data/Normal/masks/Normal-6252.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6253,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6253.png,../data/Normal/masks/Normal-6253.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6254,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6254.png,../data/Normal/masks/Normal-6254.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6255,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6255.png,../data/Normal/masks/Normal-6255.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6256,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6256.png,../data/Normal/masks/Normal-6256.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6257,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6257.png,../data/Normal/masks/Normal-6257.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6258,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6258.png,../data/Normal/masks/Normal-6258.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6259,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6259.png,../data/Normal/masks/Normal-6259.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-626,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-626.png,../data/Normal/masks/Normal-626.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6260,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6260.png,../data/Normal/masks/Normal-6260.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6261,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6261.png,../data/Normal/masks/Normal-6261.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6262,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6262.png,../data/Normal/masks/Normal-6262.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6263,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6263.png,../data/Normal/masks/Normal-6263.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6264,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6264.png,../data/Normal/masks/Normal-6264.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6265,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6265.png,../data/Normal/masks/Normal-6265.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6266,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6266.png,../data/Normal/masks/Normal-6266.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6267,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6267.png,../data/Normal/masks/Normal-6267.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6268,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6268.png,../data/Normal/masks/Normal-6268.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6269,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6269.png,../data/Normal/masks/Normal-6269.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-627,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-627.png,../data/Normal/masks/Normal-627.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6270,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6270.png,../data/Normal/masks/Normal-6270.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6271,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6271.png,../data/Normal/masks/Normal-6271.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6272,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6272.png,../data/Normal/masks/Normal-6272.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6273,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6273.png,../data/Normal/masks/Normal-6273.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6274,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6274.png,../data/Normal/masks/Normal-6274.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6275,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6275.png,../data/Normal/masks/Normal-6275.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6276,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6276.png,../data/Normal/masks/Normal-6276.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6277,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6277.png,../data/Normal/masks/Normal-6277.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6278,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6278.png,../data/Normal/masks/Normal-6278.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6279,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6279.png,../data/Normal/masks/Normal-6279.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-628,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-628.png,../data/Normal/masks/Normal-628.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6280,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6280.png,../data/Normal/masks/Normal-6280.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6281,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6281.png,../data/Normal/masks/Normal-6281.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6282,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6282.png,../data/Normal/masks/Normal-6282.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6283,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6283.png,../data/Normal/masks/Normal-6283.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6284,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6284.png,../data/Normal/masks/Normal-6284.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6285,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6285.png,../data/Normal/masks/Normal-6285.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6286,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6286.png,../data/Normal/masks/Normal-6286.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6287,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6287.png,../data/Normal/masks/Normal-6287.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6288,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6288.png,../data/Normal/masks/Normal-6288.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6289,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6289.png,../data/Normal/masks/Normal-6289.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-629,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-629.png,../data/Normal/masks/Normal-629.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6290,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6290.png,../data/Normal/masks/Normal-6290.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6291,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6291.png,../data/Normal/masks/Normal-6291.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6292,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6292.png,../data/Normal/masks/Normal-6292.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6293,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6293.png,../data/Normal/masks/Normal-6293.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6294,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6294.png,../data/Normal/masks/Normal-6294.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6295,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6295.png,../data/Normal/masks/Normal-6295.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6296,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6296.png,../data/Normal/masks/Normal-6296.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6297,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6297.png,../data/Normal/masks/Normal-6297.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6298,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6298.png,../data/Normal/masks/Normal-6298.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6299,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6299.png,../data/Normal/masks/Normal-6299.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-63,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-63.png,../data/Normal/masks/Normal-63.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-630,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-630.png,../data/Normal/masks/Normal-630.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6300,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6300.png,../data/Normal/masks/Normal-6300.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6301,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6301.png,../data/Normal/masks/Normal-6301.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6302,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6302.png,../data/Normal/masks/Normal-6302.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6303,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6303.png,../data/Normal/masks/Normal-6303.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6304,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6304.png,../data/Normal/masks/Normal-6304.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6305,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6305.png,../data/Normal/masks/Normal-6305.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6306,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6306.png,../data/Normal/masks/Normal-6306.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6307,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6307.png,../data/Normal/masks/Normal-6307.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6308,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6308.png,../data/Normal/masks/Normal-6308.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6309,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6309.png,../data/Normal/masks/Normal-6309.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-631,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-631.png,../data/Normal/masks/Normal-631.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6310,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6310.png,../data/Normal/masks/Normal-6310.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6311,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6311.png,../data/Normal/masks/Normal-6311.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6312,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6312.png,../data/Normal/masks/Normal-6312.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6313,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6313.png,../data/Normal/masks/Normal-6313.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6314,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6314.png,../data/Normal/masks/Normal-6314.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6315,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6315.png,../data/Normal/masks/Normal-6315.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6316,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6316.png,../data/Normal/masks/Normal-6316.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6317,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6317.png,../data/Normal/masks/Normal-6317.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6318,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6318.png,../data/Normal/masks/Normal-6318.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6319,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6319.png,../data/Normal/masks/Normal-6319.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-632,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-632.png,../data/Normal/masks/Normal-632.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6320,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6320.png,../data/Normal/masks/Normal-6320.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6321,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6321.png,../data/Normal/masks/Normal-6321.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6322,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6322.png,../data/Normal/masks/Normal-6322.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6323,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6323.png,../data/Normal/masks/Normal-6323.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6324,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6324.png,../data/Normal/masks/Normal-6324.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6325,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6325.png,../data/Normal/masks/Normal-6325.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6326,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6326.png,../data/Normal/masks/Normal-6326.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6327,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6327.png,../data/Normal/masks/Normal-6327.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6328,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6328.png,../data/Normal/masks/Normal-6328.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6329,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6329.png,../data/Normal/masks/Normal-6329.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-633,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-633.png,../data/Normal/masks/Normal-633.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6330,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6330.png,../data/Normal/masks/Normal-6330.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6331,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6331.png,../data/Normal/masks/Normal-6331.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6332,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6332.png,../data/Normal/masks/Normal-6332.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6333,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6333.png,../data/Normal/masks/Normal-6333.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6334,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6334.png,../data/Normal/masks/Normal-6334.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6335,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6335.png,../data/Normal/masks/Normal-6335.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6336,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6336.png,../data/Normal/masks/Normal-6336.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6337,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6337.png,../data/Normal/masks/Normal-6337.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6338,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6338.png,../data/Normal/masks/Normal-6338.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6339,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6339.png,../data/Normal/masks/Normal-6339.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-634,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-634.png,../data/Normal/masks/Normal-634.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6340,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6340.png,../data/Normal/masks/Normal-6340.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6341,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6341.png,../data/Normal/masks/Normal-6341.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6342,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6342.png,../data/Normal/masks/Normal-6342.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6343,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6343.png,../data/Normal/masks/Normal-6343.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6344,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6344.png,../data/Normal/masks/Normal-6344.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6345,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6345.png,../data/Normal/masks/Normal-6345.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6346,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6346.png,../data/Normal/masks/Normal-6346.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6347,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6347.png,../data/Normal/masks/Normal-6347.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6348,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6348.png,../data/Normal/masks/Normal-6348.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6349,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6349.png,../data/Normal/masks/Normal-6349.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-635,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-635.png,../data/Normal/masks/Normal-635.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6350,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6350.png,../data/Normal/masks/Normal-6350.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6351,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6351.png,../data/Normal/masks/Normal-6351.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6352,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6352.png,../data/Normal/masks/Normal-6352.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6353,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6353.png,../data/Normal/masks/Normal-6353.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6354,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6354.png,../data/Normal/masks/Normal-6354.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6355,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6355.png,../data/Normal/masks/Normal-6355.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6356,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6356.png,../data/Normal/masks/Normal-6356.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6357,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6357.png,../data/Normal/masks/Normal-6357.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6358,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6358.png,../data/Normal/masks/Normal-6358.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6359,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6359.png,../data/Normal/masks/Normal-6359.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-636,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-636.png,../data/Normal/masks/Normal-636.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6360,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6360.png,../data/Normal/masks/Normal-6360.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6361,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6361.png,../data/Normal/masks/Normal-6361.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6362,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6362.png,../data/Normal/masks/Normal-6362.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6363,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6363.png,../data/Normal/masks/Normal-6363.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6364,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6364.png,../data/Normal/masks/Normal-6364.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6365,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6365.png,../data/Normal/masks/Normal-6365.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6366,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6366.png,../data/Normal/masks/Normal-6366.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6367,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6367.png,../data/Normal/masks/Normal-6367.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6368,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6368.png,../data/Normal/masks/Normal-6368.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6369,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6369.png,../data/Normal/masks/Normal-6369.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-637,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-637.png,../data/Normal/masks/Normal-637.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6370,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6370.png,../data/Normal/masks/Normal-6370.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6371,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6371.png,../data/Normal/masks/Normal-6371.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6372,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6372.png,../data/Normal/masks/Normal-6372.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6373,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6373.png,../data/Normal/masks/Normal-6373.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6374,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6374.png,../data/Normal/masks/Normal-6374.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6375,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6375.png,../data/Normal/masks/Normal-6375.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6376,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6376.png,../data/Normal/masks/Normal-6376.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6377,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6377.png,../data/Normal/masks/Normal-6377.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6378,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6378.png,../data/Normal/masks/Normal-6378.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6379,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6379.png,../data/Normal/masks/Normal-6379.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-638,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-638.png,../data/Normal/masks/Normal-638.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6380,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6380.png,../data/Normal/masks/Normal-6380.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
NORMAL-6381,Normal,PNG,"(299, 299)",../data/Normal/images/Normal-6381.png,../data/Normal/masks/Normal-6381.png,https://www.kaggle.com/c/rsna-pneumonia-detection-challenge/data
