old_index,image_path,mask_path,target,type,true,pred,covid_prob
4450,../data/Lung_Opacity/images\Lung_Opacity-175.png,../data/Lung_Opacity/masks\Lung_Opacity-175.png,Lung_Opacity,Lung_Opacity,0,0,0.0
11717,../data/Normal/images\Normal-2705.png,../data/Normal/masks\Normal-2705.png,Normal,Normal,0,0,0.0
10994,../data/Normal/images\Normal-2054.png,../data/Normal/masks\Normal-2054.png,Normal,Normal,0,0,0.0
13692,../data/Normal/images\Normal-4483.png,../data/Normal/masks\Normal-4483.png,Normal,Normal,0,0,0.0
1424,../data/COVID/images\COVID-2280.png,../data/COVID/masks\COVID-2280.png,COVID,COVID,1,1,1.0
3021,../data/COVID/images\COVID-463.png,../data/COVID/masks\COVID-463.png,COVID,COVID,1,1,1.0
18446,../data/Normal/images\Normal-8762.png,../data/Normal/masks\Normal-8762.png,Normal,Normal,0,0,0.05
2077,../data/COVID/images\COVID-2869.png,../data/COVID/masks\COVID-2869.png,COVID,COVID,1,1,1.0
454,../data/COVID/images\COVID-1407.png,../data/COVID/masks\COVID-1407.png,COVID,COVID,1,1,1.0
12345,../data/Normal/images\Normal-3270.png,../data/Normal/masks\Normal-3270.png,Normal,Normal,0,0,0.02
5853,../data/Lung_Opacity/images\Lung_Opacity-3011.png,../data/Lung_Opacity/masks\Lung_Opacity-3011.png,Lung_Opacity,Lung_Opacity,0,0,0.0
477,../data/COVID/images\COVID-1428.png,../data/COVID/masks\COVID-1428.png,COVID,COVID,1,1,0.66
1081,../data/COVID/images\COVID-1972.png,../data/COVID/masks\COVID-1972.png,COVID,COVID,1,1,0.97
18205,../data/Normal/images\Normal-8545.png,../data/Normal/masks\Normal-8545.png,Normal,Normal,0,0,0.02
3362,../data/COVID/images\COVID-770.png,../data/COVID/masks\COVID-770.png,COVID,COVID,1,1,1.0
9469,../data/Lung_Opacity/images\Lung_Opacity-856.png,../data/Lung_Opacity/masks\Lung_Opacity-856.png,Lung_Opacity,Lung_Opacity,0,0,0.0
6144,../data/Lung_Opacity/images\Lung_Opacity-3274.png,../data/Lung_Opacity/masks\Lung_Opacity-3274.png,Lung_Opacity,Lung_Opacity,0,0,0.04
10014,../data/Normal/images\Normal-1172.png,../data/Normal/masks\Normal-1172.png,Normal,Normal,0,0,0.0
726,../data/COVID/images\COVID-1652.png,../data/COVID/masks\COVID-1652.png,COVID,COVID,1,1,0.99
1385,../data/COVID/images\COVID-2245.png,../data/COVID/masks\COVID-2245.png,COVID,COVID,1,1,1.0
9433,../data/Lung_Opacity/images\Lung_Opacity-823.png,../data/Lung_Opacity/masks\Lung_Opacity-823.png,Lung_Opacity,Lung_Opacity,0,0,0.01
6667,../data/Lung_Opacity/images\Lung_Opacity-3745.png,../data/Lung_Opacity/masks\Lung_Opacity-3745.png,Lung_Opacity,Lung_Opacity,0,0,0.0
7278,../data/Lung_Opacity/images\Lung_Opacity-4295.png,../data/Lung_Opacity/masks\Lung_Opacity-4295.png,Lung_Opacity,Lung_Opacity,0,1,0.67
9743,../data/Normal/images\Normal-10100.png,../data/Normal/masks\Normal-10100.png,Normal,Normal,0,0,0.03
3066,../data/COVID/images\COVID-503.png,../data/COVID/masks\COVID-503.png,COVID,COVID,1,1,1.0
7112,../data/Lung_Opacity/images\Lung_Opacity-4145.png,../data/Lung_Opacity/masks\Lung_Opacity-4145.png,Lung_Opacity,Lung_Opacity,0,0,0.0
8921,../data/Lung_Opacity/images\Lung_Opacity-5774.png,../data/Lung_Opacity/masks\Lung_Opacity-5774.png,Lung_Opacity,Lung_Opacity,0,0,0.0
2991,../data/COVID/images\COVID-436.png,../data/COVID/masks\COVID-436.png,COVID,COVID,1,1,1.0
1087,../data/COVID/images\COVID-1978.png,../data/COVID/masks\COVID-1978.png,COVID,COVID,1,1,1.0
8611,../data/Lung_Opacity/images\Lung_Opacity-5495.png,../data/Lung_Opacity/masks\Lung_Opacity-5495.png,Lung_Opacity,Lung_Opacity,0,0,0.0
61,../data/COVID/images\COVID-1053.png,../data/COVID/masks\COVID-1053.png,COVID,COVID,1,1,1.0
7432,../data/Lung_Opacity/images\Lung_Opacity-4433.png,../data/Lung_Opacity/masks\Lung_Opacity-4433.png,Lung_Opacity,Lung_Opacity,0,0,0.07
1386,../data/COVID/images\COVID-2246.png,../data/COVID/masks\COVID-2246.png,COVID,COVID,1,1,1.0
2363,../data/COVID/images\COVID-3125.png,../data/COVID/masks\COVID-3125.png,COVID,COVID,1,1,0.75
3520,../data/COVID/images\COVID-912.png,../data/COVID/masks\COVID-912.png,COVID,COVID,1,1,1.0
204,../data/COVID/images\COVID-1182.png,../data/COVID/masks\COVID-1182.png,COVID,COVID,1,1,1.0
612,../data/COVID/images\COVID-155.png,../data/COVID/masks\COVID-155.png,COVID,COVID,1,1,1.0
4030,../data/Lung_Opacity/images\Lung_Opacity-1371.png,../data/Lung_Opacity/masks\Lung_Opacity-1371.png,Lung_Opacity,Lung_Opacity,0,0,0.0
3232,../data/COVID/images\COVID-653.png,../data/COVID/masks\COVID-653.png,COVID,COVID,1,1,0.97
2110,../data/COVID/images\COVID-2899.png,../data/COVID/masks\COVID-2899.png,COVID,COVID,1,1,1.0
40,../data/COVID/images\COVID-1034.png,../data/COVID/masks\COVID-1034.png,COVID,COVID,1,1,1.0
483,../data/COVID/images\COVID-1433.png,../data/COVID/masks\COVID-1433.png,COVID,COVID,1,1,1.0
353,../data/COVID/images\COVID-1316.png,../data/COVID/masks\COVID-1316.png,COVID,COVID,1,1,1.0
7528,../data/Lung_Opacity/images\Lung_Opacity-452.png,../data/Lung_Opacity/masks\Lung_Opacity-452.png,Lung_Opacity,Lung_Opacity,0,0,0.0
3604,../data/COVID/images\COVID-989.png,../data/COVID/masks\COVID-989.png,COVID,COVID,1,1,1.0
3503,../data/COVID/images\COVID-898.png,../data/COVID/masks\COVID-898.png,COVID,COVID,1,1,1.0
502,../data/COVID/images\COVID-1450.png,../data/COVID/masks\COVID-1450.png,COVID,COVID,1,1,1.0
7263,../data/Lung_Opacity/images\Lung_Opacity-4281.png,../data/Lung_Opacity/masks\Lung_Opacity-4281.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1425,../data/COVID/images\COVID-2281.png,../data/COVID/masks\COVID-2281.png,COVID,COVID,1,1,0.91
3114,../data/COVID/images\COVID-547.png,../data/COVID/masks\COVID-547.png,COVID,COVID,1,1,1.0
18126,../data/Normal/images\Normal-8474.png,../data/Normal/masks\Normal-8474.png,Normal,Normal,0,0,0.0
669,../data/COVID/images\COVID-1600.png,../data/COVID/masks\COVID-1600.png,COVID,COVID,1,1,1.0
24,../data/COVID/images\COVID-102.png,../data/COVID/masks\COVID-102.png,COVID,COVID,1,1,0.89
17685,../data/Normal/images\Normal-8077.png,../data/Normal/masks\Normal-8077.png,Normal,Normal,0,0,0.0
11912,../data/Normal/images\Normal-2881.png,../data/Normal/masks\Normal-2881.png,Normal,Normal,0,0,0.0
19766,../data/Normal/images\Normal-9950.png,../data/Normal/masks\Normal-9950.png,Normal,Normal,0,0,0.0
2024,../data/COVID/images\COVID-2820.png,../data/COVID/masks\COVID-2820.png,COVID,COVID,1,1,0.59
12147,../data/Normal/images\Normal-3092.png,../data/Normal/masks\Normal-3092.png,Normal,Normal,0,1,0.8
15594,../data/Normal/images\Normal-6195.png,../data/Normal/masks\Normal-6195.png,Normal,Normal,0,0,0.0
3393,../data/COVID/images\COVID-799.png,../data/COVID/masks\COVID-799.png,COVID,COVID,1,1,0.99
19398,../data/Normal/images\Normal-9619.png,../data/Normal/masks\Normal-9619.png,Normal,Normal,0,0,0.04
2080,../data/COVID/images\COVID-2871.png,../data/COVID/masks\COVID-2871.png,COVID,COVID,1,1,1.0
11404,../data/Normal/images\Normal-2423.png,../data/Normal/masks\Normal-2423.png,Normal,Normal,0,0,0.0
1182,../data/COVID/images\COVID-2062.png,../data/COVID/masks\COVID-2062.png,COVID,COVID,1,1,1.0
5582,../data/Lung_Opacity/images\Lung_Opacity-2769.png,../data/Lung_Opacity/masks\Lung_Opacity-2769.png,Lung_Opacity,Lung_Opacity,0,1,0.93
515,../data/COVID/images\COVID-1462.png,../data/COVID/masks\COVID-1462.png,COVID,COVID,1,1,1.0
16812,../data/Normal/images\Normal-7291.png,../data/Normal/masks\Normal-7291.png,Normal,Normal,0,0,0.0
505,../data/COVID/images\COVID-1453.png,../data/COVID/masks\COVID-1453.png,COVID,COVID,1,1,1.0
19276,../data/Normal/images\Normal-9509.png,../data/Normal/masks\Normal-9509.png,Normal,Normal,0,0,0.0
3565,../data/COVID/images\COVID-953.png,../data/COVID/masks\COVID-953.png,COVID,COVID,1,1,1.0
14903,../data/Normal/images\Normal-5573.png,../data/Normal/masks\Normal-5573.png,Normal,Normal,0,0,0.0
1576,../data/COVID/images\COVID-2417.png,../data/COVID/masks\COVID-2417.png,COVID,COVID,1,1,1.0
2660,../data/COVID/images\COVID-3393.png,../data/COVID/masks\COVID-3393.png,COVID,COVID,1,1,1.0
9093,../data/Lung_Opacity/images\Lung_Opacity-5929.png,../data/Lung_Opacity/masks\Lung_Opacity-5929.png,Lung_Opacity,Lung_Opacity,0,0,0.0
19791,../data/Normal/images\Normal-9973.png,../data/Normal/masks\Normal-9973.png,Normal,Normal,0,0,0.0
13450,../data/Normal/images\Normal-4265.png,../data/Normal/masks\Normal-4265.png,Normal,Normal,0,0,0.01
2480,../data/COVID/images\COVID-3230.png,../data/COVID/masks\COVID-3230.png,COVID,COVID,1,1,0.88
134,../data/COVID/images\COVID-1119.png,../data/COVID/masks\COVID-1119.png,COVID,COVID,1,1,1.0
20742,../data/Viral Pneumonia/images\Viral Pneumonia-618.png,../data/Viral Pneumonia/masks\Viral Pneumonia-618.png,Viral Pneumonia,Viral Pneumonia,0,0,0.0
1012,../data/COVID/images\COVID-191.png,../data/COVID/masks\COVID-191.png,COVID,COVID,1,1,1.0
15580,../data/Normal/images\Normal-6182.png,../data/Normal/masks\Normal-6182.png,Normal,Normal,0,0,0.0
5147,../data/Lung_Opacity/images\Lung_Opacity-2377.png,../data/Lung_Opacity/masks\Lung_Opacity-2377.png,Lung_Opacity,Lung_Opacity,0,0,0.0
11564,../data/Normal/images\Normal-2568.png,../data/Normal/masks\Normal-2568.png,Normal,Normal,0,0,0.16
1652,../data/COVID/images\COVID-2486.png,../data/COVID/masks\COVID-2486.png,COVID,COVID,1,0,0.0
19863,../data/Viral Pneumonia/images\Viral Pneumonia-1037.png,../data/Viral Pneumonia/masks\Viral Pneumonia-1037.png,Viral Pneumonia,Viral Pneumonia,0,0,0.01
440,../data/COVID/images\COVID-1395.png,../data/COVID/masks\COVID-1395.png,COVID,COVID,1,1,1.0
3062,../data/COVID/images\COVID-50.png,../data/COVID/masks\COVID-50.png,COVID,COVID,1,1,1.0
220,../data/COVID/images\COVID-1197.png,../data/COVID/masks\COVID-1197.png,COVID,COVID,1,1,1.0
762,../data/COVID/images\COVID-1685.png,../data/COVID/masks\COVID-1685.png,COVID,COVID,1,1,0.99
19102,../data/Normal/images\Normal-9352.png,../data/Normal/masks\Normal-9352.png,Normal,Normal,0,0,0.01
4465,../data/Lung_Opacity/images\Lung_Opacity-1763.png,../data/Lung_Opacity/masks\Lung_Opacity-1763.png,Lung_Opacity,Lung_Opacity,0,0,0.0
2236,../data/COVID/images\COVID-3010.png,../data/COVID/masks\COVID-3010.png,COVID,COVID,1,1,1.0
14391,../data/Normal/images\Normal-5111.png,../data/Normal/masks\Normal-5111.png,Normal,Normal,0,0,0.33
1292,../data/COVID/images\COVID-2161.png,../data/COVID/masks\COVID-2161.png,COVID,COVID,1,1,1.0
12433,../data/Normal/images\Normal-335.png,../data/Normal/masks\Normal-335.png,Normal,Normal,0,0,0.0
1996,../data/COVID/images\COVID-2796.png,../data/COVID/masks\COVID-2796.png,COVID,COVID,1,1,0.97
6619,../data/Lung_Opacity/images\Lung_Opacity-3701.png,../data/Lung_Opacity/masks\Lung_Opacity-3701.png,Lung_Opacity,Lung_Opacity,0,0,0.0
14086,../data/Normal/images\Normal-4838.png,../data/Normal/masks\Normal-4838.png,Normal,Normal,0,0,0.0
624,../data/COVID/images\COVID-1560.png,../data/COVID/masks\COVID-1560.png,COVID,COVID,1,1,1.0
2679,../data/COVID/images\COVID-341.png,../data/COVID/masks\COVID-341.png,COVID,COVID,1,1,1.0
19948,../data/Viral Pneumonia/images\Viral Pneumonia-1113.png,../data/Viral Pneumonia/masks\Viral Pneumonia-1113.png,Viral Pneumonia,Viral Pneumonia,0,1,0.46
11137,../data/Normal/images\Normal-2183.png,../data/Normal/masks\Normal-2183.png,Normal,Normal,0,0,0.0
569,../data/COVID/images\COVID-1510.png,../data/COVID/masks\COVID-1510.png,COVID,COVID,1,1,1.0
9421,../data/Lung_Opacity/images\Lung_Opacity-812.png,../data/Lung_Opacity/masks\Lung_Opacity-812.png,Lung_Opacity,Lung_Opacity,0,0,0.0
3957,../data/Lung_Opacity/images\Lung_Opacity-1305.png,../data/Lung_Opacity/masks\Lung_Opacity-1305.png,Lung_Opacity,Lung_Opacity,0,0,0.0
15290,../data/Normal/images\Normal-5921.png,../data/Normal/masks\Normal-5921.png,Normal,Normal,0,0,0.0
12197,../data/Normal/images\Normal-3137.png,../data/Normal/masks\Normal-3137.png,Normal,Normal,0,1,0.88
2464,../data/COVID/images\COVID-3216.png,../data/COVID/masks\COVID-3216.png,COVID,COVID,1,0,0.01
855,../data/COVID/images\COVID-1769.png,../data/COVID/masks\COVID-1769.png,COVID,COVID,1,1,1.0
1905,../data/COVID/images\COVID-2713.png,../data/COVID/masks\COVID-2713.png,COVID,COVID,1,1,1.0
2296,../data/COVID/images\COVID-3065.png,../data/COVID/masks\COVID-3065.png,COVID,COVID,1,1,1.0
1900,../data/COVID/images\COVID-2709.png,../data/COVID/masks\COVID-2709.png,COVID,COVID,1,1,1.0
202,../data/COVID/images\COVID-1180.png,../data/COVID/masks\COVID-1180.png,COVID,COVID,1,1,0.62
2681,../data/COVID/images\COVID-3411.png,../data/COVID/masks\COVID-3411.png,COVID,COVID,1,1,1.0
20194,../data/Viral Pneumonia/images\Viral Pneumonia-1335.png,../data/Viral Pneumonia/masks\Viral Pneumonia-1335.png,Viral Pneumonia,Viral Pneumonia,0,0,0.01
2767,../data/COVID/images\COVID-349.png,../data/COVID/masks\COVID-349.png,COVID,COVID,1,1,1.0
8006,../data/Lung_Opacity/images\Lung_Opacity-4950.png,../data/Lung_Opacity/masks\Lung_Opacity-4950.png,Lung_Opacity,Lung_Opacity,0,0,0.05
1856,../data/COVID/images\COVID-267.png,../data/COVID/masks\COVID-267.png,COVID,COVID,1,1,0.95
2130,../data/COVID/images\COVID-2916.png,../data/COVID/masks\COVID-2916.png,COVID,COVID,1,1,1.0
10562,../data/Normal/images\Normal-1666.png,../data/Normal/masks\Normal-1666.png,Normal,Normal,0,0,0.01
3123,../data/COVID/images\COVID-555.png,../data/COVID/masks\COVID-555.png,COVID,COVID,1,1,0.93
17901,../data/Normal/images\Normal-8271.png,../data/Normal/masks\Normal-8271.png,Normal,Normal,0,0,0.0
2189,../data/COVID/images\COVID-297.png,../data/COVID/masks\COVID-297.png,COVID,COVID,1,1,1.0
18580,../data/Normal/images\Normal-8883.png,../data/Normal/masks\Normal-8883.png,Normal,Normal,0,0,0.02
15614,../data/Normal/images\Normal-6212.png,../data/Normal/masks\Normal-6212.png,Normal,Normal,0,0,0.05
397,../data/COVID/images\COVID-1356.png,../data/COVID/masks\COVID-1356.png,COVID,COVID,1,1,0.99
17747,../data/Normal/images\Normal-8132.png,../data/Normal/masks\Normal-8132.png,Normal,Normal,0,0,0.0
9408,../data/Lung_Opacity/images\Lung_Opacity-800.png,../data/Lung_Opacity/masks\Lung_Opacity-800.png,Lung_Opacity,Lung_Opacity,0,0,0.02
12495,../data/Normal/images\Normal-3405.png,../data/Normal/masks\Normal-3405.png,Normal,Normal,0,0,0.04
2857,../data/COVID/images\COVID-3570.png,../data/COVID/masks\COVID-3570.png,COVID,COVID,1,1,0.83
8859,../data/Lung_Opacity/images\Lung_Opacity-5718.png,../data/Lung_Opacity/masks\Lung_Opacity-5718.png,Lung_Opacity,Lung_Opacity,0,0,0.0
8073,../data/Lung_Opacity/images\Lung_Opacity-501.png,../data/Lung_Opacity/masks\Lung_Opacity-501.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1936,../data/COVID/images\COVID-2741.png,../data/COVID/masks\COVID-2741.png,COVID,COVID,1,1,1.0
651,../data/COVID/images\COVID-1585.png,../data/COVID/masks\COVID-1585.png,COVID,COVID,1,0,0.3
1228,../data/COVID/images\COVID-2103.png,../data/COVID/masks\COVID-2103.png,COVID,COVID,1,1,0.9
13969,../data/Normal/images\Normal-4732.png,../data/Normal/masks\Normal-4732.png,Normal,Normal,0,0,0.0
5741,../data/Lung_Opacity/images\Lung_Opacity-2911.png,../data/Lung_Opacity/masks\Lung_Opacity-2911.png,Lung_Opacity,Lung_Opacity,0,0,0.02
5572,../data/Lung_Opacity/images\Lung_Opacity-276.png,../data/Lung_Opacity/masks\Lung_Opacity-276.png,Lung_Opacity,Lung_Opacity,0,0,0.0
18441,../data/Normal/images\Normal-8758.png,../data/Normal/masks\Normal-8758.png,Normal,Normal,0,0,0.0
15870,../data/Normal/images\Normal-6443.png,../data/Normal/masks\Normal-6443.png,Normal,Normal,0,0,0.06
18187,../data/Normal/images\Normal-8529.png,../data/Normal/masks\Normal-8529.png,Normal,Normal,0,0,0.0
1946,../data/COVID/images\COVID-2750.png,../data/COVID/masks\COVID-2750.png,COVID,COVID,1,0,0.01
15259,../data/Normal/images\Normal-5894.png,../data/Normal/masks\Normal-5894.png,Normal,Normal,0,0,0.0
7873,../data/Lung_Opacity/images\Lung_Opacity-4830.png,../data/Lung_Opacity/masks\Lung_Opacity-4830.png,Lung_Opacity,Lung_Opacity,0,0,0.0
2088,../data/COVID/images\COVID-2879.png,../data/COVID/masks\COVID-2879.png,COVID,COVID,1,1,1.0
83,../data/COVID/images\COVID-1073.png,../data/COVID/masks\COVID-1073.png,COVID,COVID,1,1,0.75
15456,../data/Normal/images\Normal-6070.png,../data/Normal/masks\Normal-6070.png,Normal,Normal,0,0,0.0
3984,../data/Lung_Opacity/images\Lung_Opacity-133.png,../data/Lung_Opacity/masks\Lung_Opacity-133.png,Lung_Opacity,Lung_Opacity,0,0,0.01
1288,../data/COVID/images\COVID-2158.png,../data/COVID/masks\COVID-2158.png,COVID,COVID,1,1,1.0
19965,../data/Viral Pneumonia/images\Viral Pneumonia-1129.png,../data/Viral Pneumonia/masks\Viral Pneumonia-1129.png,Viral Pneumonia,Viral Pneumonia,0,0,0.0
6826,../data/Lung_Opacity/images\Lung_Opacity-3889.png,../data/Lung_Opacity/masks\Lung_Opacity-3889.png,Lung_Opacity,Lung_Opacity,0,0,0.0
63,../data/COVID/images\COVID-1055.png,../data/COVID/masks\COVID-1055.png,COVID,COVID,1,1,1.0
2777,../data/COVID/images\COVID-3499.png,../data/COVID/masks\COVID-3499.png,COVID,COVID,1,0,0.19
3535,../data/COVID/images\COVID-926.png,../data/COVID/masks\COVID-926.png,COVID,COVID,1,1,1.0
2335,../data/COVID/images\COVID-310.png,../data/COVID/masks\COVID-310.png,COVID,COVID,1,1,1.0
1578,../data/COVID/images\COVID-2419.png,../data/COVID/masks\COVID-2419.png,COVID,COVID,1,1,0.99
10129,../data/Normal/images\Normal-1276.png,../data/Normal/masks\Normal-1276.png,Normal,Normal,0,0,0.0
10304,../data/Normal/images\Normal-1433.png,../data/Normal/masks\Normal-1433.png,Normal,Normal,0,0,0.0
2711,../data/COVID/images\COVID-3439.png,../data/COVID/masks\COVID-3439.png,COVID,COVID,1,1,1.0
2892,../data/COVID/images\COVID-3601.png,../data/COVID/masks\COVID-3601.png,COVID,COVID,1,1,1.0
3433,../data/COVID/images\COVID-834.png,../data/COVID/masks\COVID-834.png,COVID,COVID,1,0,0.22
17227,../data/Normal/images\Normal-7665.png,../data/Normal/masks\Normal-7665.png,Normal,Normal,0,0,0.36
6030,../data/Lung_Opacity/images\Lung_Opacity-3171.png,../data/Lung_Opacity/masks\Lung_Opacity-3171.png,Lung_Opacity,Lung_Opacity,0,0,0.0
3387,../data/COVID/images\COVID-793.png,../data/COVID/masks\COVID-793.png,COVID,COVID,1,1,0.96
3280,../data/COVID/images\COVID-697.png,../data/COVID/masks\COVID-697.png,COVID,COVID,1,1,1.0
1333,../data/COVID/images\COVID-2199.png,../data/COVID/masks\COVID-2199.png,COVID,COVID,1,1,1.0
631,../data/COVID/images\COVID-1567.png,../data/COVID/masks\COVID-1567.png,COVID,COVID,1,1,1.0
1448,../data/COVID/images\COVID-2301.png,../data/COVID/masks\COVID-2301.png,COVID,COVID,1,1,1.0
8244,../data/Lung_Opacity/images\Lung_Opacity-5164.png,../data/Lung_Opacity/masks\Lung_Opacity-5164.png,Lung_Opacity,Lung_Opacity,0,0,0.0
10132,../data/Normal/images\Normal-1279.png,../data/Normal/masks\Normal-1279.png,Normal,Normal,0,0,0.0
3477,../data/COVID/images\COVID-874.png,../data/COVID/masks\COVID-874.png,COVID,COVID,1,1,1.0
11033,../data/Normal/images\Normal-209.png,../data/Normal/masks\Normal-209.png,Normal,Normal,0,0,0.0
1347,../data/COVID/images\COVID-2210.png,../data/COVID/masks\COVID-2210.png,COVID,COVID,1,1,1.0
18906,../data/Normal/images\Normal-9176.png,../data/Normal/masks\Normal-9176.png,Normal,Normal,0,0,0.0
2705,../data/COVID/images\COVID-3433.png,../data/COVID/masks\COVID-3433.png,COVID,COVID,1,1,1.0
1163,../data/COVID/images\COVID-2045.png,../data/COVID/masks\COVID-2045.png,COVID,COVID,1,0,0.32
967,../data/COVID/images\COVID-187.png,../data/COVID/masks\COVID-187.png,COVID,COVID,1,1,0.8
1147,../data/COVID/images\COVID-2030.png,../data/COVID/masks\COVID-2030.png,COVID,COVID,1,1,0.47
15529,../data/Normal/images\Normal-6136.png,../data/Normal/masks\Normal-6136.png,Normal,Normal,0,0,0.31
16824,../data/Normal/images\Normal-7301.png,../data/Normal/masks\Normal-7301.png,Normal,Normal,0,0,0.0
982,../data/COVID/images\COVID-1883.png,../data/COVID/masks\COVID-1883.png,COVID,COVID,1,1,1.0
3472,../data/COVID/images\COVID-87.png,../data/COVID/masks\COVID-87.png,COVID,COVID,1,0,0.12
5142,../data/Lung_Opacity/images\Lung_Opacity-2372.png,../data/Lung_Opacity/masks\Lung_Opacity-2372.png,Lung_Opacity,Lung_Opacity,0,0,0.0
4554,../data/Lung_Opacity/images\Lung_Opacity-1843.png,../data/Lung_Opacity/masks\Lung_Opacity-1843.png,Lung_Opacity,Lung_Opacity,0,0,0.0
16934,../data/Normal/images\Normal-7400.png,../data/Normal/masks\Normal-7400.png,Normal,Normal,0,0,0.01
218,../data/COVID/images\COVID-1195.png,../data/COVID/masks\COVID-1195.png,COVID,COVID,1,1,0.99
18427,../data/Normal/images\Normal-8745.png,../data/Normal/masks\Normal-8745.png,Normal,Normal,0,0,0.07
18933,../data/Normal/images\Normal-920.png,../data/Normal/masks\Normal-920.png,Normal,Normal,0,0,0.0
3864,../data/Lung_Opacity/images\Lung_Opacity-1221.png,../data/Lung_Opacity/masks\Lung_Opacity-1221.png,Lung_Opacity,Lung_Opacity,0,0,0.0
3277,../data/COVID/images\COVID-694.png,../data/COVID/masks\COVID-694.png,COVID,COVID,1,1,1.0
2032,../data/COVID/images\COVID-2828.png,../data/COVID/masks\COVID-2828.png,COVID,COVID,1,1,0.96
1684,../data/COVID/images\COVID-2514.png,../data/COVID/masks\COVID-2514.png,COVID,COVID,1,1,1.0
7917,../data/Lung_Opacity/images\Lung_Opacity-4870.png,../data/Lung_Opacity/masks\Lung_Opacity-4870.png,Lung_Opacity,Lung_Opacity,0,0,0.0
14198,../data/Normal/images\Normal-4939.png,../data/Normal/masks\Normal-4939.png,Normal,Normal,0,0,0.01
16687,../data/Normal/images\Normal-7179.png,../data/Normal/masks\Normal-7179.png,Normal,Normal,0,0,0.01
3048,../data/COVID/images\COVID-488.png,../data/COVID/masks\COVID-488.png,COVID,COVID,1,1,0.77
13567,../data/Normal/images\Normal-4370.png,../data/Normal/masks\Normal-4370.png,Normal,Normal,0,0,0.0
3488,../data/COVID/images\COVID-884.png,../data/COVID/masks\COVID-884.png,COVID,COVID,1,1,1.0
19783,../data/Normal/images\Normal-9966.png,../data/Normal/masks\Normal-9966.png,Normal,Normal,0,0,0.02
2392,../data/COVID/images\COVID-3151.png,../data/COVID/masks\COVID-3151.png,COVID,COVID,1,1,1.0
1192,../data/COVID/images\COVID-2071.png,../data/COVID/masks\COVID-2071.png,COVID,COVID,1,0,0.0
14035,../data/Normal/images\Normal-4792.png,../data/Normal/masks\Normal-4792.png,Normal,Normal,0,0,0.0
3587,../data/COVID/images\COVID-973.png,../data/COVID/masks\COVID-973.png,COVID,COVID,1,1,1.0
7877,../data/Lung_Opacity/images\Lung_Opacity-4834.png,../data/Lung_Opacity/masks\Lung_Opacity-4834.png,Lung_Opacity,Lung_Opacity,0,0,0.0
14285,../data/Normal/images\Normal-5016.png,../data/Normal/masks\Normal-5016.png,Normal,Normal,0,0,0.01
13198,../data/Normal/images\Normal-4038.png,../data/Normal/masks\Normal-4038.png,Normal,Normal,0,0,0.0
1800,../data/COVID/images\COVID-2619.png,../data/COVID/masks\COVID-2619.png,COVID,COVID,1,1,0.97
19079,../data/Normal/images\Normal-9331.png,../data/Normal/masks\Normal-9331.png,Normal,Normal,0,0,0.01
11197,../data/Normal/images\Normal-2237.png,../data/Normal/masks\Normal-2237.png,Normal,Normal,0,0,0.01
8569,../data/Lung_Opacity/images\Lung_Opacity-5457.png,../data/Lung_Opacity/masks\Lung_Opacity-5457.png,Lung_Opacity,Lung_Opacity,0,0,0.02
1517,../data/COVID/images\COVID-2364.png,../data/COVID/masks\COVID-2364.png,COVID,COVID,1,1,1.0
480,../data/COVID/images\COVID-1430.png,../data/COVID/masks\COVID-1430.png,COVID,COVID,1,1,1.0
1150,../data/COVID/images\COVID-2033.png,../data/COVID/masks\COVID-2033.png,COVID,COVID,1,1,1.0
10270,../data/Normal/images\Normal-1402.png,../data/Normal/masks\Normal-1402.png,Normal,Normal,0,0,0.0
7590,../data/Lung_Opacity/images\Lung_Opacity-4576.png,../data/Lung_Opacity/masks\Lung_Opacity-4576.png,Lung_Opacity,Lung_Opacity,0,0,0.14
449,../data/COVID/images\COVID-1402.png,../data/COVID/masks\COVID-1402.png,COVID,COVID,1,1,1.0
9192,../data/Lung_Opacity/images\Lung_Opacity-606.png,../data/Lung_Opacity/masks\Lung_Opacity-606.png,Lung_Opacity,Lung_Opacity,0,0,0.06
6460,../data/Lung_Opacity/images\Lung_Opacity-3559.png,../data/Lung_Opacity/masks\Lung_Opacity-3559.png,Lung_Opacity,Lung_Opacity,0,0,0.0
14888,../data/Normal/images\Normal-556.png,../data/Normal/masks\Normal-556.png,Normal,Normal,0,0,0.0
8282,../data/Lung_Opacity/images\Lung_Opacity-5199.png,../data/Lung_Opacity/masks\Lung_Opacity-5199.png,Lung_Opacity,Lung_Opacity,0,0,0.0
1167,../data/COVID/images\COVID-2049.png,../data/COVID/masks\COVID-2049.png,COVID,COVID,1,1,0.59
14,../data/COVID/images\COVID-1010.png,../data/COVID/masks\COVID-1010.png,COVID,COVID,1,1,1.0
12865,../data/Normal/images\Normal-3739.png,../data/Normal/masks\Normal-3739.png,Normal,Normal,0,0,0.0
2825,../data/COVID/images\COVID-3541.png,../data/COVID/masks\COVID-3541.png,COVID,COVID,1,1,1.0
6295,../data/Lung_Opacity/images\Lung_Opacity-341.png,../data/Lung_Opacity/masks\Lung_Opacity-341.png,Lung_Opacity,Lung_Opacity,0,0,0.0
